Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-03 22:00:00+01:00,1.0851500034332275,1.085819959640503,1.0851500034332275,1.085819959640503,1.085819959640503,0
2021-09-03 22:05:00+01:00,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,0
2021-09-03 22:10:00+01:00,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,0
2021-09-03 22:15:00+01:00,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,0
2021-09-03 22:20:00+01:00,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,0
2021-09-03 22:25:00+01:00,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,1.085819959640503,0
2021-09-06 00:00:00+01:00,1.0858700275421143,1.0859999656677246,1.08542001247406,1.085800051689148,1.085800051689148,0
2021-09-06 00:05:00+01:00,1.0857700109481812,1.0858800411224365,1.08542001247406,1.0857900381088257,1.0857900381088257,0
2021-09-06 00:10:00+01:00,1.0857000350952148,1.0859299898147583,1.0854500532150269,1.085800051689148,1.085800051689148,0
2021-09-06 00:15:00+01:00,1.0858399868011475,1.0860999822616577,1.0855200290679932,1.0858700275421143,1.0858700275421143,0
2021-09-06 00:20:00+01:00,1.0859099626541138,1.086050033569336,1.0855300426483154,1.0859999656677246,1.0859999656677246,0
2021-09-06 00:25:00+01:00,1.0858999490737915,1.0861300230026245,1.0855900049209595,1.0860400199890137,1.0860400199890137,0
2021-09-06 00:30:00+01:00,1.0859500169754028,1.086169958114624,1.0855900049209595,1.0860999822616577,1.0860999822616577,0
2021-09-06 00:35:00+01:00,1.0860899686813354,1.0861300230026245,1.0856200456619263,1.0859999656677246,1.0859999656677246,0
2021-09-06 00:40:00+01:00,1.0860899686813354,1.0861799716949463,1.0856200456619263,1.0859999656677246,1.0859999656677246,0
2021-09-06 00:45:00+01:00,1.0859999656677246,1.0862400531768799,1.0856900215148926,1.0861400365829468,1.0861400365829468,0
2021-09-06 00:50:00+01:00,1.0860999822616577,1.0862300395965576,1.0856900215148926,1.086169958114624,1.086169958114624,0
2021-09-06 00:55:00+01:00,1.0861799716949463,1.0862400531768799,1.0857199430465698,1.0859999656677246,1.0859999656677246,0
2021-09-06 01:00:00+01:00,1.086150050163269,1.0863499641418457,1.0856900215148926,1.0862599611282349,1.0862599611282349,0
2021-09-06 01:05:00+01:00,1.0862599611282349,1.086300015449524,1.0857800245285034,1.0861799716949463,1.0861799716949463,0
2021-09-06 01:10:00+01:00,1.0862599611282349,1.0862699747085571,1.085729956626892,1.0860999822616577,1.0860999822616577,0
2021-09-06 01:15:00+01:00,1.086210012435913,1.086300015449524,1.0857399702072144,1.0862300395965576,1.0862300395965576,0
2021-09-06 01:20:00+01:00,1.0862200260162354,1.086300015449524,1.085800051689148,1.0861999988555908,1.0861999988555908,0
2021-09-06 01:25:00+01:00,1.0861899852752686,1.086359977722168,1.085729956626892,1.0861999988555908,1.0861999988555908,0
2021-09-06 01:30:00+01:00,1.086359977722168,1.086459994316101,1.0857199430465698,1.0860999822616577,1.0860999822616577,0
2021-09-06 01:35:00+01:00,1.0859999656677246,1.0862400531768799,1.0856499671936035,1.0859999656677246,1.0859999656677246,0
2021-09-06 01:40:00+01:00,1.086069941520691,1.0860999822616577,1.085510015487671,1.0859500169754028,1.0859500169754028,0
2021-09-06 01:45:00+01:00,1.0860099792480469,1.0860799551010132,1.0855200290679932,1.0860799551010132,1.0860799551010132,0
